cor
""
Parda
Amarela
Branca
Branca
Branca
Branca
Amarela
Parda
Parda
Branca
Branca
Branca
Parda
Preta
Branca
Parda
Branca
Branca
""
Branca
Branca
Branca
Parda
Parda
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Parda
""
Parda
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Preta
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Parda
Branca
""
Parda
Branca
Branca
Preta
Branca
Parda
Branca
Branca
""
Branca
Parda
Preta
Parda
""
""
Branca
Parda
Preta
Parda
Parda
Branca
Parda
""
Parda
Parda
Parda
Preta
Amarela
Branca
Preta
Amarela
""
Branca
Parda
Parda
Parda
Preta
Branca
Preta
Branca
Branca
Preta
Parda
Parda
Branca
Parda
Branca
Parda
Branca
Preta
Parda
Branca
Indigena
""
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Preta
""
Parda
Branca
Branca
Parda
""
""
Branca
Parda
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
""
Preta
Parda
Branca
Parda
Parda
Preta
Branca
Parda
Parda
Branca
Parda
Parda
Branca
Parda
Preta
Branca
Branca
Parda
Parda
Branca
Branca
Parda
Branca
Preta
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Indigena
Preta
""
Branca
Branca
Parda
Branca
Parda
Branca
Preta
Branca
Branca
Parda
Branca
Preta
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Branca
Branca
""
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Branca
Branca
Parda
Parda
Amarela
Parda
Branca
Parda
Preta
Branca
Preta
Amarela
Branca
Parda
Branca
Preta
Branca
Parda
Branca
Branca
Parda
Parda
Parda
Parda
Branca
Amarela
Branca
Parda
Branca
Branca
Parda
Parda
""
Parda
Branca
Parda
Branca
Parda
Preta
""
Branca
Parda
Preta
Parda
Branca
Parda
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Branca
Branca
Preta
Branca
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Parda
""
Preta
Branca
Indigena
Parda
Branca
Branca
Amarela
Preta
Preta
Parda
Branca
Parda
Branca
Indigena
Branca
Preta
Preta
Parda
Branca
Preta
Parda
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Parda
Branca
Preta
Parda
Parda
Parda
Branca
Parda
Parda
Preta
Parda
Branca
Branca
Parda
Indigena
Branca
Parda
Parda
Branca
Parda
Branca
Parda
Branca
Parda
Parda
Preta
Branca
Parda
Branca
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Branca
Preta
Parda
""
Parda
Branca
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Amarela
Preta
Branca
Parda
Amarela
Amarela
Branca
Preta
Preta
Parda
Branca
Branca
Branca
Branca
Parda
Parda
Parda
Branca
Preta
Branca
Branca
Preta
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Branca
Parda
Branca
Amarela
Parda
Amarela
Parda
""
Parda
Branca
Branca
Amarela
Branca
Branca
Parda
Branca
Preta
Branca
Preta
Parda
Parda
Branca
Branca
Branca
Preta
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Parda
Branca
Parda
Branca
Branca
Preta
Parda
Branca
Preta
Parda
Branca
Branca
Parda
Parda
Parda
Branca
Preta
Parda
Branca
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Preta
Branca
Branca
Parda
Preta
Parda
Branca
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Preta
Branca
Preta
Branca
Branca
Parda
Parda
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Branca
Parda
Parda
Parda
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
""
Preta
Branca
Preta
Parda
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Parda
Parda
Parda
Parda
Parda
Amarela
Parda
Preta
Preta
Parda
Parda
Parda
Preta
Preta
Parda
Parda
Branca
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Preta
Parda
Parda
Parda
Parda
Preta
Branca
Preta
Preta
Parda
Parda
Branca
Parda
Branca
Parda
Parda
Preta
Parda
Preta
Preta
Parda
""
Parda
Branca
Preta
Amarela
Parda
Parda
Parda
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Preta
Amarela
Preta
Branca
Parda
Parda
Parda
Branca
Branca
""
Branca
Amarela
Parda
Parda
Branca
Parda
""
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Parda
Preta
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Preta
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Parda
""
Parda
Parda
Branca
Branca
""
Parda
Branca
Branca
Branca
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Branca
Parda
Parda
Branca
Branca
Preta
Branca
Branca
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Preta
Preta
Branca
Parda
Branca
Branca
Branca
Parda
Parda
Parda
Branca
Branca
Branca
Parda
Branca
Preta
Branca
Parda
Branca
Branca
Parda
Parda
""
Parda
Parda
Branca
Parda
Preta
Parda
Branca
Amarela
Branca
Parda
Branca
Parda
Branca
Parda
Branca
""
Parda
Preta
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Preta
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Preta
Branca
Branca
Branca
Parda
Branca
Branca
Parda
""
Branca
Branca
Preta
Parda
Parda
Branca
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Branca
Parda
Parda
Amarela
Parda
Parda
Parda
Preta
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Amarela
Parda
Parda
Branca
Parda
Parda
Parda
Branca
Branca
Preta
Parda
Parda
Branca
Amarela
Parda
Parda
Parda
Branca
Branca
Parda
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Parda
Preta
Parda
Branca
Parda
Parda
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Branca
""
Branca
Parda
Branca
Branca
Branca
Parda
Parda
Parda
Parda
Branca
""
Branca
Branca
Parda
Branca
Amarela
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Parda
Parda
Branca
Parda
Branca
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Preta
Preta
Branca
Preta
Parda
Branca
Branca
Branca
Parda
Amarela
""
Parda
Branca
Parda
Branca
Preta
Branca
Parda
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Preta
Branca
Preta
Parda
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Preta
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Branca
Preta
Branca
Parda
Branca
Parda
Preta
Parda
Branca
Preta
Branca
Parda
Parda
Branca
Parda
Parda
Preta
Parda
Amarela
Parda
Preta
Branca
Preta
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Amarela
Branca
Branca
Branca
Parda
Parda
Preta
Parda
Parda
Branca
Preta
Parda
Branca
Branca
Parda
Parda
""
Preta
Parda
Parda
Parda
Branca
Parda
Parda
Branca
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Branca
Branca
Parda
Branca
Parda
Parda
Parda
Preta
Parda
Parda
Branca
Amarela
Parda
Preta
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Preta
Parda
Parda
Preta
Parda
Parda
""
Parda
Branca
Parda
Branca
Parda
Parda
Parda
Branca
Parda
Amarela
Preta
Preta
Parda
Preta
Preta
Parda
Parda
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Parda
Preta
Preta
Branca
Parda
Parda
Parda
Branca
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Amarela
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Preta
Parda
Parda
Preta
Preta
Parda
Branca
Parda
Parda
Parda
Parda
Preta
Branca
Parda
Parda
Parda
Parda
""
Parda
Amarela
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Parda
Amarela
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Branca
""
Preta
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Preta
Parda
""
Branca
Parda
Parda
Branca
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Preta
Parda
Parda
Branca
Parda
Parda
Branca
Branca
Branca
Preta
Branca
Branca
Parda
Branca
Parda
Parda
Branca
Branca
Parda
Branca
Preta
Branca
Branca
Branca
""
Parda
Branca
Branca
Parda
Indigena
Parda
Branca
Parda
Branca
Preta
Branca
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Branca
Parda
Preta
Branca
Branca
Preta
Preta
Branca
Parda
Parda
Branca
Parda
Parda
Amarela
Preta
Parda
Branca
Branca
Parda
Parda
Parda
Preta
Parda
Preta
Parda
Branca
Branca
Parda
Parda
Parda
Branca
""
Parda
Parda
Parda
Parda
Preta
Branca
Branca
Branca
""
Branca
Preta
Parda
Parda
Parda
Parda
Parda
Parda
Amarela
Parda
Preta
Branca
Branca
Parda
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Branca
Preta
Preta
Parda
Parda
Amarela
Branca
Parda
Parda
Branca
Preta
Branca
Parda
Parda
Amarela
Branca
Parda
Branca
Branca
Parda
Parda
Parda
Parda
Parda
Parda
""
Amarela
Parda
Branca
Branca
Preta
Preta
Parda
Parda
Branca
Parda
Branca
Branca
Preta
Parda
Parda
Parda
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Branca
Parda
Parda
Branca
Branca
Preta
Branca
""
Branca
Branca
Preta
Branca
Parda
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Parda
""
Parda
Preta
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Parda
""
Parda
Parda
Parda
Parda
Branca
Branca
Parda
Parda
Parda
Branca
Branca
Branca
Amarela
Parda
Branca
Preta
Branca
Parda
Preta
Parda
Preta
Preta
Parda
Branca
Branca
Preta
Preta
Branca
Branca
Parda
Preta
Branca
Branca
Branca
Preta
""
Branca
Preta
Branca
Branca
Branca
Preta
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Parda
""
Branca
Preta
Branca
Parda
Preta
Branca
Branca
Branca
Branca
Amarela
Branca
Amarela
Branca
Parda
Branca
Parda
Branca
Preta
""
Parda
Amarela
Parda
Branca
Branca
Parda
Parda
Branca
Parda
Parda
Parda
Preta
Parda
Branca
Preta
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Parda
Branca
Branca
Branca
Preta
Branca
Branca
Preta
Preta
Branca
Branca
Branca
Branca
Branca
Parda
Preta
Amarela
Branca
Branca
Amarela
Branca
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Amarela
Parda
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Amarela
Branca
Parda
Branca
Branca
Parda
Amarela
Branca
Branca
Preta
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Preta
Branca
Amarela
Branca
Parda
Parda
Branca
""
Branca
Amarela
Branca
Branca
Parda
Branca
Branca
""
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Preta
Parda
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Amarela
Branca
Branca
Preta
Branca
Branca
Preta
Branca
Branca
Parda
Branca
Parda
Amarela
Preta
Branca
Amarela
Amarela
Preta
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Preta
Branca
Branca
Indigena
Branca
Branca
Amarela
Amarela
Preta
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
""
Parda
Branca
Branca
Preta
Branca
Branca
Branca
Branca
""
Branca
Branca
Branca
Parda
Indigena
Branca
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Parda
Branca
Amarela
Branca
Branca
Parda
Branca
Amarela
Branca
Amarela
Preta
Parda
Branca
Branca
Branca
Amarela
Branca
Branca
Amarela
Branca
Branca
Parda
Parda
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Preta
Branca
Branca
Branca
Preta
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
""
Preta
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Preta
Branca
Branca
Branca
Parda
Branca
Parda
""
Branca
Branca
Parda
Parda
Parda
""
Branca
Parda
Parda
Branca
Parda
Branca
Branca
Parda
Parda
Branca
Parda
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Parda
""
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Parda
""
Parda
Parda
Preta
Branca
Branca
Branca
Preta
Branca
Parda
Branca
Preta
Branca
Branca
Parda
Parda
Parda
Branca
Amarela
Branca
Branca
Parda
Branca
Parda
Branca
Preta
Branca
Parda
Parda
Preta
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
""
""
""
Branca
Preta
Branca
Parda
Branca
Preta
Parda
Branca
Parda
Parda
Amarela
Branca
Parda
Branca
""
Branca
Branca
Parda
Branca
Branca
Branca
Preta
Parda
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Parda
""
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
""
""
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
""
Branca
Preta
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Parda
Branca
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Preta
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Preta
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
""
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Branca
Branca
Parda
Parda
Branca
""
Branca
Preta
Branca
Branca
Branca
Parda
Branca
""
Branca
Branca
""
Branca
Branca
Branca
Parda
Parda
Parda
Branca
Parda
Preta
Branca
Branca
Branca
Branca
Parda
""
Branca
Branca
Branca
Branca
Parda
Preta
Branca
""
Parda
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Branca
Branca
Parda
Preta
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Preta
Branca
Parda
Branca
Parda
Branca
Parda
Parda
Parda
Parda
Parda
Branca
Branca
Branca
Branca
""
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Preta
""
Parda
Branca
Parda
Parda
Preta
Branca
Parda
Branca
Parda
Preta
Parda
Parda
Branca
Parda
Branca
Branca
Parda
Parda
Parda
Branca
Branca
Branca
Branca
Branca
""
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Parda
Parda
Parda
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Preta
Branca
Branca
Branca
Parda
Preta
Branca
Parda
Branca
Preta
Branca
Branca
Branca
Amarela
Branca
Branca
Parda
Branca
Branca
Branca
""
Branca
Branca
Branca
""
Parda
Branca
Branca
Preta
Branca
Parda
Preta
Parda
Branca
Branca
Parda
Branca
Parda
Preta
Parda
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Preta
Branca
Branca
Parda
Branca
Branca
Branca
Preta
Branca
Branca
Parda
Parda
Branca
Branca
Parda
Parda
Branca
Preta
Parda
Parda
Branca
Branca
""
Branca
Branca
Parda
""
""
Branca
Branca
Branca
Parda
Parda
Preta
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Parda
Branca
Parda
Parda
Branca
Parda
Parda
Amarela
Amarela
Branca
Branca
Amarela
Parda
Preta
Branca
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Amarela
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Amarela
Preta
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Preta
Parda
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Amarela
Branca
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Branca
Amarela
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Preta
Branca
Amarela
Parda
Branca
Branca
Branca
Preta
Branca
Branca
Amarela
Branca
Branca
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Amarela
Branca
Parda
Branca
Branca
Branca
Branca
Amarela
Branca
Amarela
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
""
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Indigena
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Preta
Parda
Parda
Branca
Amarela
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Amarela
Branca
Branca
Parda
Branca
Branca
Branca
Parda
Amarela
Amarela
Preta
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Branca
Branca
""
Branca
Amarela
Amarela
Branca
Branca
Branca
Amarela
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Parda
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Parda
Parda
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Branca
Amarela
Branca
Branca
Amarela
Branca
Preta
Parda
Branca
Amarela
Amarela
Branca
Preta
Parda
Branca
Amarela
Branca
Branca
Branca
Parda
Branca
Branca
Parda
Branca
Parda
Branca
Branca
Branca
Parda
Branca
Parda
Branca
Branca
Parda
Branca
Parda
Branca
Parda
Branca
Branca
Parda
